external_product_id,source_listing_ref,domain,market,title,canonical_url,pdp_url,identity_payload_stale,canonical_selection_gap,audit_scope_mismatch,gained_active_evidence,gained_ingredients,gained_how_to,gained_details,gained_content_images,contract_changed,field_quality_changed
ext_94e79b8163564b4df1764a92,external_seed:ext_94e79b8163564b4df1764a92,roundlab.com,US,Birch Moisturizing Cream,https://roundlab.com/products/birch-moisturizing-cream,https://agent.pivota.cc/products/sig_e6417f0e5991a1ca305a0b92,true,true,false,true,true,true,true,true,false,false
ext_189fe972ab697d890927ee68,external_seed:ext_189fe972ab697d890927ee68,roundlab.com,US,Birch Moisturizing Double Gel Mask,https://roundlab.com/products/birch-moisturizing-gel-mask,https://agent.pivota.cc/products/sig_d8fb2fd88ae138c0139afe9d,true,true,false,true,true,true,true,false,false,false
ext_4b5349ed18ef549b67076e55,external_seed:ext_4b5349ed18ef549b67076e55,roundlab.com,US,Birch Moisturizing Intensive Cream,https://roundlab.com/products/birch-moisturizing-intensive-cream,https://agent.pivota.cc/products/sig_308bc02699c64415d5e24625,true,true,false,true,true,true,true,false,false,false
ext_5c41aae887538067c0e3fff5,external_seed:ext_5c41aae887538067c0e3fff5,roundlab.com,US,Birch Moisturizing Lip Balm,https://roundlab.com/products/birch-moisturizing-lip-balm,https://agent.pivota.cc/products/sig_8b7a7c6795ff58f373c03f1f,true,true,false,true,true,true,true,false,false,false
ext_203dc23d76d112e309035d38,external_seed:ext_203dc23d76d112e309035d38,roundlab.com,US,"Birch Moisturizing Mild-Up Sunscreen SPF 50+, PA++++",https://roundlab.com/products/birch-moisturizing-mild-up-sunscreen-spf-50-pa,https://agent.pivota.cc/products/sig_6aeefe99fe5f9ca3f8a09641,true,true,false,true,false,true,true,false,false,false
ext_b8b101bf12d600cfb7df256b,external_seed:ext_b8b101bf12d600cfb7df256b,roundlab.com,US,Birch Moisturizing Serum,https://roundlab.com/products/birch-moisturizing-serum,https://agent.pivota.cc/products/sig_7283596ab481e770f809f550,true,true,false,true,true,true,true,true,false,false
ext_9165bb79ae5cf649654fc68d,external_seed:ext_9165bb79ae5cf649654fc68d,roundlab.com,US,Birch Moisturizing Sheet Mask,https://roundlab.com/products/birch-moisturizing-sheet-mask,https://agent.pivota.cc/products/sig_68b7ac10c31c0c59fdb6f41b,true,true,false,true,true,true,true,false,false,false
ext_ff6fed4e89cf27cc919e00af,external_seed:ext_ff6fed4e89cf27cc919e00af,roundlab.com,US,Birch Moisturizing Soothing Gel,https://roundlab.com/products/birch-moisturizing-soothing-gel,https://agent.pivota.cc/products/sig_ee1f43edde13df2e652756dd,true,true,false,true,true,true,true,false,false,false
ext_cc8b7d1b7b03c51487bb1608,external_seed:ext_cc8b7d1b7b03c51487bb1608,roundlab.com,US,Birch Moisturizing Sunscreen UVLock SPF 45+ Broad Spectrum,https://roundlab.com/products/birch-moisturizing-uv-sunscreen,https://agent.pivota.cc/products/sig_1003dcf98c54d9f58afff6ae,true,true,false,true,false,true,true,true,false,false
ext_30b150bf80240151c93739a8,external_seed:ext_30b150bf80240151c93739a8,roundlab.com,US,Birch Moisturizing Sunscreen UVLock SPF 45+ Broad Spectrum [Subscription],https://roundlab.com/products/round-lab-birch-moisturizing-sunscreen-spf-50-pa,https://agent.pivota.cc/products/sig_9359804e732a9de392a144cc,true,true,false,true,false,true,true,false,false,false
ext_24442b806ade8ddd21b30ee4,external_seed:ext_24442b806ade8ddd21b30ee4,roundlab.com,US,Birch Moisturizing Wash Off Mask,https://roundlab.com/products/birch-moisturizing-wash-off-mask,https://agent.pivota.cc/products/sig_4a4fa543594d09468be91f18,true,true,false,true,true,true,true,false,false,false
ext_c05d7a10c5aef37549d50e8b,external_seed:ext_c05d7a10c5aef37549d50e8b,roundlab.com,US,Camellia Deep Collagen Firming Gel Mask,https://roundlab.com/products/camellia-deep-collagen-firming-gel-mask,https://agent.pivota.cc/products/sig_48e2cfe123dbe616aee9c77a,true,true,false,true,true,true,true,false,false,false
ext_60573d10fee5489ecd90bbf1,external_seed:ext_60573d10fee5489ecd90bbf1,roundlab.com,US,Camellia Deep Collagen V Lifting Gel Mask,https://roundlab.com/products/camellia-deep-collagen-v-lifting-gel-mask,https://agent.pivota.cc/products/sig_45794a3dc5e4d82caeb9dc23,true,true,false,true,true,true,true,true,false,false
ext_5b7f4336c4933248e3e96153,external_seed:ext_5b7f4336c4933248e3e96153,roundlab.com,US,Dokdo Cleansing Water,https://roundlab.com/products/dokdo-cleansing-water,https://agent.pivota.cc/products/sig_80378355efa246f5dff2de35,true,true,false,true,true,true,true,false,false,false
ext_39a74534dd72fafbbc646125,external_seed:ext_39a74534dd72fafbbc646125,roundlab.com,US,Mugwort Calming Cleanser,https://roundlab.com/products/mugwort-calming-cleanser,https://agent.pivota.cc/products/sig_4badc5f29b0f6f5dae69da52,true,true,false,true,true,true,true,false,false,false
ext_31c00cba2745b9748e8df81d,external_seed:ext_31c00cba2745b9748e8df81d,roundlab.com,US,Mugwort Calming Serum,https://roundlab.com/products/mugwort-calming-serum,https://agent.pivota.cc/products/sig_45bfa6ba7684708d79dcd6ae,true,true,false,true,true,true,true,false,false,false
ext_792e1933d4f08d1e1131533b,external_seed:ext_792e1933d4f08d1e1131533b,roundlab.com,US,Mugwort Calming Sheet Mask,https://roundlab.com/products/mugwort-calming-sheet-mask,https://agent.pivota.cc/products/sig_fc0c6cc7818b49f95d858d32,true,true,false,true,true,true,true,false,false,false
ext_4be7b0a729d4cbfef94683dc,external_seed:ext_4be7b0a729d4cbfef94683dc,roundlab.com,US,Mugwort Calming Toner,https://roundlab.com/products/mugwort-calming-toner,https://agent.pivota.cc/products/sig_208684568f253481267f94e2,true,true,false,true,true,true,true,false,false,false
ext_931a75ba9167ab45f218e552,external_seed:ext_931a75ba9167ab45f218e552,roundlab.com,US,Pine Calming Cica Ampoule,https://roundlab.com/products/pine-tree-cica-care-ampoule,https://agent.pivota.cc/products/sig_55fb5459e807f66c574fc8e3,true,true,false,true,false,true,true,false,false,false
ext_5d82f54375f34090612782b0,external_seed:ext_5d82f54375f34090612782b0,roundlab.com,US,Pine Calming Cica Body Wash,https://roundlab.com/products/pine-cica-calming-body-wash,https://agent.pivota.cc/products/sig_c17ed91d59bb0b3307f5ce76,true,true,false,true,false,true,true,false,false,false
ext_8d5c578c4ddcf431b19c2115,external_seed:ext_8d5c578c4ddcf431b19c2115,roundlab.com,US,Pine Calming Cica Cleanser,https://roundlab.com/products/pine-calming-cica-cleanser,https://agent.pivota.cc/products/sig_c915f78dca578c8e2e4e9550,true,true,false,true,false,true,true,false,false,false
ext_587bcf0136adcf85bd13126a,external_seed:ext_587bcf0136adcf85bd13126a,roundlab.com,US,Pine Calming Cica Cream,https://roundlab.com/products/pine-tree-cica-cream,https://agent.pivota.cc/products/sig_c16ea42f7debbe8e2ba798be,true,true,false,true,false,true,true,false,false,false
ext_640db7fbdfee3422d5503117,external_seed:ext_640db7fbdfee3422d5503117,roundlab.com,US,Pine Calming Cica Sheet Mask,https://roundlab.com/products/pine-tree-cica-sheet-mask,https://agent.pivota.cc/products/sig_b137e8531cdd1f25b107988e,true,true,false,true,false,true,true,false,false,false
ext_2db43c8dcb27c9469c9b827e,external_seed:ext_2db43c8dcb27c9469c9b827e,roundlab.com,US,Pine Calming Cica Toner,https://roundlab.com/products/pine-calming-cica-toner,https://agent.pivota.cc/products/sig_19fbaaad939925d41608dd6b,true,true,false,true,false,true,true,false,false,false
ext_356317cf3d4fdc55a8656b5e,external_seed:ext_356317cf3d4fdc55a8656b5e,roundlab.com,US,Pine Calming Cica Toner Pad,https://roundlab.com/products/pine-tree-cica-pad,https://agent.pivota.cc/products/sig_89b12ba19f93571b700f0eb2,true,true,false,true,false,true,true,false,false,false
ext_1181cf248cb9f9b5f1ad7a70,external_seed:ext_1181cf248cb9f9b5f1ad7a70,roundlab.com,US,Soybean Nourishing Cleansing Oil,https://roundlab.com/products/soybean-nourishing-cleansing-oil,https://agent.pivota.cc/products/sig_fccf3ca6aac8da7b3f1fb865,true,true,false,true,true,true,true,true,false,false
ext_b9fa1a34657d90a71648f81d,external_seed:ext_b9fa1a34657d90a71648f81d,roundlab.com,US,Soybean Nourishing Cream,https://roundlab.com/products/soybean-nourishing-cream,https://agent.pivota.cc/products/sig_1d306ee95dadc9fc9cf58425,true,true,false,true,true,true,true,false,false,false
ext_ed0afba5c04f639c15d820fd,external_seed:ext_ed0afba5c04f639c15d820fd,roundlab.com,US,Soybean Nourishing Serum,https://roundlab.com/products/soybean-nourishing-serum,https://agent.pivota.cc/products/sig_c2e6c546d2eb61035e73900b,true,true,false,true,true,true,true,false,false,false
ext_12276e4930f337912a5fd639,external_seed:ext_12276e4930f337912a5fd639,roundlab.com,US,Soybean Nourishing Sheet Mask,https://roundlab.com/products/soybean-nourishing-sheet-mask,https://agent.pivota.cc/products/sig_fd467d169ea692b0c033f89c,true,true,false,true,true,true,true,false,false,false
ext_a22f02d99b3ce8b53f1a6be5,external_seed:ext_a22f02d99b3ce8b53f1a6be5,roundlab.com,US,Soybean Nourishing Toner,https://roundlab.com/products/soybean-nourishing-toner,https://agent.pivota.cc/products/sig_7d2cc62621a278421c25c3e1,true,true,false,true,true,true,true,false,false,false
ext_a6accd5d1dd6ce20e45290bc,external_seed:ext_a6accd5d1dd6ce20e45290bc,roundlab.com,US,Soybean Panthenol Ampoule,https://roundlab.com/products/soybean-panthenol-ampoule,https://agent.pivota.cc/products/sig_6ac3ebf1bac3b7ca02018c2b,true,true,false,true,false,true,true,true,false,false
ext_3b2b16783249d409c1195cf6,external_seed:ext_3b2b16783249d409c1195cf6,roundlab.com,US,Soybean Panthenol Cleansing Oil,https://roundlab.com/products/soybean-panthenol-cleansing-oil,https://agent.pivota.cc/products/sig_7c5a900ed71de1bf5018a3fa,true,true,false,true,false,true,true,false,false,false
ext_8b28e1f7603e3a0bcaa153d5,external_seed:ext_8b28e1f7603e3a0bcaa153d5,roundlab.com,US,Soybean Panthenol Cream,https://roundlab.com/products/soybean-panthenol-cream,https://agent.pivota.cc/products/sig_ae4e23a5b0f1426688340c9b,true,true,false,true,false,true,true,true,false,false
ext_c7149f3a1741e4a8eb2d5701,external_seed:ext_c7149f3a1741e4a8eb2d5701,roundlab.com,US,Soybean Panthenol Sheet Mask,https://roundlab.com/products/soybean-panthenol-mask,https://agent.pivota.cc/products/sig_b89fa7831ed108c53b8382f9,true,true,false,true,false,true,true,false,false,false
ext_d02c475630a8ac959414164a,external_seed:ext_d02c475630a8ac959414164a,roundlab.com,US,Vita Niacinamide Dark Spot Serum,https://roundlab.com/products/vita-niacinamide-dark-spot-serum,https://agent.pivota.cc/products/sig_00ec344b9c1c00264d936d64,true,true,false,true,false,true,true,true,false,false
ext_daaf898179ef2c982fec210b,external_seed:ext_daaf898179ef2c982fec210b,roundlab.com,US,Vita Niacinamide Dark Spot Serum Mask,https://roundlab.com/products/vita-niacinamide-dark-spot-mask,https://agent.pivota.cc/products/sig_82e1a1e6fe998a3649f2c003,true,true,false,true,false,true,true,false,false,false
ext_267205e8964dd5ccf73f7232,external_seed:ext_267205e8964dd5ccf73f7232,roundlab.com,US,Soybean Panthenol Toner,https://roundlab.com/products/soybean-panthenol-toner,https://agent.pivota.cc/products/sig_ce4ab4de8b1a85d5e6f96f6b,true,true,false,true,false,true,true,true,true,true
ext_332e0949ace181c1749e16e6,external_seed:ext_332e0949ace181c1749e16e6,roundlab.com,US,Birch Moisturizing Cleanser,https://roundlab.com/products/birch-moisturizing-cleanser,https://agent.pivota.cc/products/sig_0fb332a1243180d7a91b9ffa,true,true,false,true,true,true,true,true,true,true
ext_7dde43f585bdccdbb85c9987,external_seed:ext_7dde43f585bdccdbb85c9987,roundlab.com,US,Vita Niacinamide Dark Spot Cream,https://roundlab.com/products/vita-niacinamide-dark-spot-cream,https://agent.pivota.cc/products/sig_1e64b76933bdc19f0463ef7b,true,true,false,true,false,true,true,true,true,true
ext_5d05aace12f13c757f2efcc8,external_seed:ext_5d05aace12f13c757f2efcc8,roundlab.com,US,1025 Dokdo Peeling Gel,https://roundlab.com/products/1025-dokdo-peeling-gel,https://agent.pivota.cc/products/sig_52d9d07067312daf016c43a2,true,true,false,true,true,true,true,false,true,true
ext_6150cfa3467b2947462803af,external_seed:ext_6150cfa3467b2947462803af,roundlab.com,US,Pine Calming Cica Lotion,https://roundlab.com/products/pine-calming-cica-lotion,https://agent.pivota.cc/products/sig_8394e33aa1f47ac5b6f9daca,true,true,false,true,false,true,true,false,true,true
ext_1ef210a945a4a6beb1da9306,external_seed:ext_1ef210a945a4a6beb1da9306,roundlab.com,US,Birch Moisturizing Toner,https://roundlab.com/products/birch-moisturizing-toner,https://agent.pivota.cc/products/sig_a863ff97cc7309c131f20b9a,true,false,false,false,false,false,false,true,true,true
ext_4db5bc081173014edf761523,external_seed:ext_4db5bc081173014edf761523,roundlab.com,US,1025 Dokdo Cleansing Balm 50ml,https://roundlab.com/products/1025-dokdo-cleansing-balm-50ml,https://agent.pivota.cc/products/sig_8f925b1082b861c4fffd2b41,true,false,false,false,false,false,false,true,true,true
ext_46fff1a0ea1bace6f4520722,external_seed:ext_46fff1a0ea1bace6f4520722,roundlab.com,US,Birch Moisturizing Sun Cushion SPF 50+,https://roundlab.com/products/birch-moisturizing-sun-cushion,https://agent.pivota.cc/products/sig_3c80bf75f3f3785225591960,true,false,false,false,false,false,false,false,true,true
ext_dfd64cd6092756c6eb846e0f,external_seed:ext_dfd64cd6092756c6eb846e0f,roundlab.com,US,Camellia Deep Collagen Firming Cream,https://roundlab.com/products/camellia-deep-collagen-firming-cream,https://agent.pivota.cc/products/sig_be373037359f851acc7c2e9b,true,true,false,true,true,true,true,false,true,true
ext_e62abcf523eb8eb1072f19c5,external_seed:ext_e62abcf523eb8eb1072f19c5,roundlab.com,US,Birch Moisturizing Toner Pad,https://roundlab.com/products/birch-moisturizing-pad,https://agent.pivota.cc/products/sig_020c92a05ec378cb3fc18e60,true,true,false,true,true,true,true,true,true,true
ext_c4f616d3d67c75a6b0d4ae27,external_seed:ext_c4f616d3d67c75a6b0d4ae27,roundlab.com,US,Camellia Deep Collagen Milky PDRN Toner 150ml,https://roundlab.com/products/camellia-deep-collagen-milky-pdrn-toner-150ml,https://agent.pivota.cc/products/sig_62c649a4cf1314ef4e53f6e1,true,false,false,false,false,false,false,true,true,true
ext_4a406d4e7ec97f067cab97dc,external_seed:ext_4a406d4e7ec97f067cab97dc,roundlab.com,US,Pine Cica Calming Scalp Tonic,https://roundlab.com/products/pine-cica-calming-scalp-tonic,https://agent.pivota.cc/products/sig_78530282d18eb1df7423d717,true,true,false,true,false,true,true,false,true,true
ext_58265709fba82ce79184a8a4,external_seed:ext_58265709fba82ce79184a8a4,roundlab.com,US,Soybean Nourishing Cleanser,https://roundlab.com/products/soybean-nourishing-cleanser,https://agent.pivota.cc/products/sig_0a59e06751a7129dce9185c4,true,true,false,true,true,true,true,false,true,true
ext_ba76596547c059c7f397636d,external_seed:ext_ba76596547c059c7f397636d,roundlab.com,US,[DEAL] Birch Mild-Up Sunscreen UVLock SPF 50+ Broad Spectrum,https://roundlab.com/products/deal-birch-mild-up-sunscreen-uvlock-spf-50-broad-spectrum,https://agent.pivota.cc/products/sig_f10615a5670deb5134071154,true,true,false,true,false,true,true,false,true,true
ext_fa2fb0fd3ed79a5e89d0dc03,external_seed:ext_fa2fb0fd3ed79a5e89d0dc03,roundlab.com,US,Mugwort Calming Cream,https://roundlab.com/products/mugwort-calming-cream,https://agent.pivota.cc/products/sig_c31fb566f379ba7aa0692c9e,true,true,false,true,true,true,true,false,true,true
ext_ab4cf87fe2c42c42ed793e72,external_seed:ext_ab4cf87fe2c42c42ed793e72,roundlab.com,US,Camellia Deep Collagen Firming Ampoule,https://roundlab.com/products/camellia-deep-collagen-firming-ampoule,https://agent.pivota.cc/products/sig_0ddfc868887ef03d213f9075,true,true,false,true,true,true,true,false,true,true
ext_e7ef913b73f94eb5921023fe,external_seed:ext_e7ef913b73f94eb5921023fe,roundlab.com,US,Camellia Deep Collagen Jelly Mask Cleanser,https://roundlab.com/products/camellia-deep-collagen-jelly-mask-cleanser,https://agent.pivota.cc/products/sig_3b8dd512a2cbff280610cbab,true,true,false,true,true,true,true,false,true,true
ext_107d3cbadd4af1917e5184a8,external_seed:ext_107d3cbadd4af1917e5184a8,roundlab.com,US,[DEAL] 1025 Dokdo Toner,https://roundlab.com/products/1025-dokdo-toner-deal,https://agent.pivota.cc/products/sig_c3b7abd7646a014b0d057a53,true,true,false,true,true,true,true,false,true,true
ext_519a68c572f7e46df3b01153,external_seed:ext_519a68c572f7e46df3b01153,roundlab.com,US,Birch Moisturizing Eye Balm,https://roundlab.com/products/round-lab-birch-juice-moisturizing-eye-balm-10g,https://agent.pivota.cc/products/sig_dfef1ebd37e72e1d96071a97,true,false,false,false,false,false,false,false,true,true
ext_eb5bf9f4fd200d3ec85615e1,external_seed:ext_eb5bf9f4fd200d3ec85615e1,roundlab.com,US,[DEAL] 1025 Dokdo Cleanser,https://roundlab.com/products/1025-dokdo-cleanser-deal,https://agent.pivota.cc/products/sig_89b074d0502bed3a10e7e5d3,true,true,false,true,true,true,true,false,true,true
ext_86c3bafe3e47472c02dad61f,external_seed:ext_86c3bafe3e47472c02dad61f,roundlab.com,US,Birch Moisturizing Cream Double Pack,https://roundlab.com/products/birch-moisturizing-cream-2-pack,https://agent.pivota.cc/products/sig_04b7bf2c895fe80133919e41,true,true,false,true,true,true,true,true,true,true
ext_c8c0d7cb065cd3975dd89645,external_seed:ext_c8c0d7cb065cd3975dd89645,roundlab.com,US,[DEAL] Birch Moisturizing Sunscreen UVLock SPF 45+ Broad Spectrum,https://roundlab.com/products/deal-birch-moisturizing-sunscreen-uvlock-spf-45-broad-spectrum,https://agent.pivota.cc/products/sig_80bd35ceb0ebeb05cc263747,true,true,false,true,false,true,true,false,true,true
ext_a0f7c9d52ef357fa5a7a0b6d,external_seed:ext_a0f7c9d52ef357fa5a7a0b6d,roundlab.com,US,[DEAL] Birch Moisturizing Cleanser,https://roundlab.com/products/birch-moisturizing-cleanser-deal,https://agent.pivota.cc/products/sig_cd6209c863af3ec4d3fee5d0,true,true,false,true,true,true,true,false,true,true
ext_64bbf9948349bcef6a4360a7,external_seed:ext_64bbf9948349bcef6a4360a7,roundlab.com,US,Soybean Panthenol Cleanser,https://roundlab.com/products/soybean-panthenol-cleanser,https://agent.pivota.cc/products/sig_9fe0ab10c2537aa9b1dd018b,true,true,false,true,false,true,true,true,true,true
ext_3d00bbe2a5c93d256b25784d,external_seed:ext_3d00bbe2a5c93d256b25784d,roundlab.com,US,1025 Dokdo Cleanser + Dokdo Toner 200ml,https://roundlab.com/products/dokdo-cleanser-dokdo-toner-the-perfect-gentle-routine,https://agent.pivota.cc/products/sig_e6fa2d33922c51efbb0d678c,true,false,true,false,false,true,false,true,true,true
ext_aee1418f38e982235e39bca9,external_seed:ext_aee1418f38e982235e39bca9,roundlab.com,US,1025 Dokdo Cleansing Gel,https://roundlab.com/products/1025-dokdo-cleansing-gel,https://agent.pivota.cc/products/sig_5968ca4e3202e03beac9a595,true,false,false,false,false,false,false,false,true,true
