source,dataset,pipeline_mode_used,sample_hash,ok,fail_reason,reason_detail,integration_status,integration_fail_reason,status_code,quality_grade,modules_count,module_pixels_min,empty_module_rate,leakage_bg_mean,leakage_hair_mean,chin_leakage_bg,nose_leakage_bg,chin_touches_oval_bottom,nose_touches_oval_side,face_detect_ok,landmark_ok,risk_score,degraded_reasons,reverted_modules,note
fasseg,fasseg,,af058123119875ab01bb,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,,d3fbc6b950f8b09783d1,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,,15aff2c8c09a06ef51d2,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,,7fbc44f62f671b75a93b,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
lapa,lapa,local,6a06bff9d744fa60aa8f,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,2cbec4259cc44bbc335d,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,ec260e6e1e81d93b0406,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,6543027d6011bbe47017,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,b8d5543b63da92e2b3e2,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,20e5634dcef44b587265,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,e66d39b07e4cace16800,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,8e697514f3a571094331,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,f261587b4c1baedb0732,true,,,ok,,200,degraded,7,13,0,0.01,,0,0,false,false,,,2.02,,,
lapa,lapa,local,8bf55eb2e45eb6e11952,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,3e1188a3d899565fe1c5,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,fced8a9439479c79e009,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,51a344cc62c2779bab41,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,626eeda2ca823d141c58,true,,,ok,,200,degraded,7,13,0,0.011,,0,0,false,false,,,2.022,,,
lapa,lapa,local,59e04c28a01aedda463f,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,267f8f37aeb6dd0c94ef,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,08abdef708b4601641ef,true,,,ok,,200,degraded,7,13,0,0,,0,0,false,false,,,2,,,
lapa,lapa,local,32d8cd3c6c6ffe744890,false,LOCAL_DIAGNOSIS_FAIL,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,false,false,,,3.5,,,skin_roi_not_found
lapa,lapa,local,4892dc155ff984a75d80,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,ae68a00e1f3d262db1e7,false,LOCAL_DIAGNOSIS_FAIL,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,false,false,,,3.5,,,skin_roi_not_found
lapa,lapa,local,d48ed36d3042fb9b763f,false,LOCAL_DIAGNOSIS_FAIL,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,false,false,,,3.5,,,skin_roi_not_found
lapa,lapa,local,efd8a6777a93e63622b9,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,db84b4f4bdb1691f68ee,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,0bae8a37edb72579fe85,true,,,ok,,200,degraded,7,13,0,0.025,,0,0,false,false,,,2.05,,,
lapa,lapa,local,6b2042223b72de875eb2,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,f7ebc2d9ce7aefa26452,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
lapa,lapa,local,518a29ab01283142f6e4,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,2073286da03cc95ff590,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,316de9b2abf6b3b35879,true,,,ok,,200,degraded,7,13,0,0.001,,0,0,false,false,,,2.002,,,
lapa,lapa,local,72bfa91f1edf87884467,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,829d0d47a16b30597e30,true,,,ok,,200,degraded,7,13,0,0,,0,0,false,false,,,2,,,
lapa,lapa,local,025ebe31eed571423301,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,7fe97d3bb25eda00692a,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,570e6ae7e1d4b9c5a6de,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,a8006f10f50407826852,true,,,ok,,200,degraded,7,13,0,0.051,,0,0,false,false,,,2.102,,,
lapa,lapa,local,124a38bdb47d033dd80b,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,05f512aaab8b7328f92e,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,a8315886db6343927e7b,true,,,ok,,200,degraded,7,13,0,0.051,,0,0,false,false,,,2.102,,,
lapa,lapa,local,1f705f77dea0cf605be5,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
lapa,lapa,local,2ef41311efab6ffaf5d8,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,2909c01f8fd235813919,true,,,ok,,200,degraded,7,13,0,0.009,,0,0,false,false,,,2.018,,,
lapa,lapa,local,e749c5806cedefe87bf1,true,,,ok,,200,degraded,7,13,0,0.035,,0,0,false,false,,,2.07,,,
lapa,lapa,local,aedd20adb0d460c51bb6,true,,,ok,,200,degraded,7,13,0,0.001,,0,0,false,false,,,2.002,,,
lapa,lapa,local,4e54a2e25fbc92c134a4,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,b6dae8e297d408b7bfd8,true,,,ok,,200,degraded,7,13,0,0,,0,0,false,false,,,2,,,
lapa,lapa,local,a7aa7b8ba070926ba73e,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
lapa,lapa,local,5ff836d1a25d3d271a1f,false,LOCAL_DIAGNOSIS_FAIL,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,false,false,,,3.5,,,skin_roi_too_small
lapa,lapa,local,c155f3bc7e35fefbecee,true,,,ok,,200,degraded,7,13,0,0,,0,0,false,false,,,2,,,
lapa,lapa,local,0d552fdce5464082d20e,true,,,ok,,200,degraded,7,13,0,0.052,,0,0,false,false,,,2.104,,,
lapa,lapa,local,d0756e49ebed0225a7fc,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,a99ce9ceeff5a2994165,true,,,ok,,200,degraded,7,13,0,0.052,,0,0,false,false,,,2.104,,,
celebamaskhq,celebamaskhq,local,28cc0a4bfb12ffae4252,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,4eb351e4621d8b3729c3,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,c19427abb4c9a4ea8c0f,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,516515c118e9896a7f2f,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,5961f824c6cbed880d8c,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,06e1a56423bb1956a9a8,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,b9e0eef36148785cd59c,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,2ed82a60fb1c75c5e1a2,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,38da4e445a3572273332,true,,,ok,,200,degraded,7,10,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,9034836f6c4eb6679d95,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,d3e03ba2e1e6c9163c1a,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,b23abcae22f9d8a8870b,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,7d7fb9c4cc5154ac0724,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,d9578a92e22c76d5d737,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,d04d29cfa931e377ee38,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,ea4d636c5433c9b19a0b,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,6fffe143bd5dd52013e1,true,,,ok,,200,degraded,7,13,0,0.035,,0,0,false,false,,,2.07,,,
celebamaskhq,celebamaskhq,local,60037308b6e9d7c7e9cf,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,d2d04fadef834cbae756,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,87c0f296f4bfab738e8d,true,,,ok,,200,degraded,7,13,0,0.025,,0,0,false,false,,,2.05,,,
celebamaskhq,celebamaskhq,local,efa944a9ed9b44a44768,true,,,ok,,200,degraded,7,13,0,0.018,,0,0,false,false,,,2.036,,,
celebamaskhq,celebamaskhq,local,3d8b05681274c0f3cdf0,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,8318cc2830b5ed6d5ab0,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,eaa0ecf5bda9775a3a95,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,311833113bd5f791f0c2,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,d64fef8d863f47523426,true,,,ok,,200,degraded,7,13,0,0.027,,0,0,false,false,,,2.054,,,
celebamaskhq,celebamaskhq,local,820c6a2fa33dd467f196,true,,,ok,,200,degraded,7,1,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,29ba0dfeabd0b37587e4,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,1e0bc0e54768b876a88c,true,,,ok,,200,degraded,7,13,0,0.025,,0,0,false,false,,,2.05,,,
celebamaskhq,celebamaskhq,local,c666bf593553418b8c48,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,6079edfa13b514fa1135,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,f290e7b39c9795e189d4,true,,,ok,,200,degraded,7,13,0,0,,0,0,false,false,,,2,,,
celebamaskhq,celebamaskhq,local,3e70d0560b455d30a666,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,2b8a8b3f17fa421b5011,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,54ccfc3a63413e0e6cb9,true,,,ok,,200,degraded,7,13,0,0.002,,0,0,false,false,,,2.004,,,
celebamaskhq,celebamaskhq,local,5d925fd2084838a37bc8,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,426b590e63595be4b265,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,2bfa19e83e7bcac17a65,true,,,ok,,200,degraded,7,13,0,0.035,,0,0,false,false,,,2.07,,,
celebamaskhq,celebamaskhq,local,342e39e5c220f24ee108,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,bb502f84814e38188170,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,45bdfa4d535f363a1640,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,d1224733e30a10662998,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,1025bf8129a63d6f8ad8,true,,,ok,,200,degraded,7,13,0,0.034,,0,0,false,false,,,2.068,,,
celebamaskhq,celebamaskhq,local,d9183c4e9017ffc85c80,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,b7198d0ee0332cc1ba0e,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,09e6f4319be33147ea97,true,,,ok,,200,degraded,7,13,0,0.025,,0,0,false,false,,,2.05,,,
celebamaskhq,celebamaskhq,local,ebe7fb8cd53b1767bb2d,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
celebamaskhq,celebamaskhq,local,a49684cd4eb126ece880,true,,,ok,,200,fail,7,136,0,0.195,,0.096,0,true,false,,,3.39,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,59c8020959f53406f661,true,,,ok,,200,degraded,7,13,0,0.06,,0,0,false,false,,,2.12,,,
